sample,op,latency_ns
2,27,2036417
2,28,1947117
2,29,2231775
2,30,2037179
2,31,1968720
2,32,1891752
2,33,2162191
2,34,2057709
2,35,2230691
2,36,2042625
2,37,2036708
2,38,1941585
2,39,1952597
2,40,2061909
2,41,1907054
2,42,1823914
2,43,1877230
2,44,1987986
2,45,1932048
2,46,1920722
2,47,1949521
2,48,1890714
2,49,1893324
2,50,1893423
2,51,1902465
2,52,1947711
2,53,1939743
2,54,1895952
2,55,1907482
2,56,1928073
2,57,1830267
2,58,1897846
2,59,1918776
2,60,1919247
2,61,1917851
2,62,1887919
2,63,1866148
2,64,1915787
2,65,1883357
2,66,1903239
2,67,1891397
2,68,1892950
2,69,1911384
2,70,1919397
2,71,1926673
2,72,1897434
2,73,1896032
2,74,1895645
2,75,1889514
2,76,1883302
2,77,1906442
2,78,1942577
2,79,1936951
2,80,1897856
2,81,1892994
2,82,1936891
2,83,1926535
2,84,1910299
2,85,1934176
2,86,1896426
2,87,2057303
2,88,1933762
2,89,1937145
2,90,1931356
2,91,1935939
2,92,1900922
2,93,1882640
2,94,2216069
2,95,2049153
2,96,1954785
2,97,2001909
2,98,1937373
2,99,1886813
2,100,2182708
2,101,2280668
2,102,2009342
2,103,1911265
2,104,1948754
2,105,1947534
2,106,2044965
2,107,2070299
2,108,1863632
2,109,1845914
2,110,1847520
2,111,1901339
2,112,2007234
2,113,1955893
2,114,1900405
2,115,1991466
2,116,1946695
2,117,1880949
2,118,1939788
2,119,1895355
2,120,1942000
2,121,1908978
2,122,2181158
2,123,2187250
2,124,2294376
2,125,2035564
2,126,2272668
2,127,2041969
2,128,1951807
2,129,1951824
2,130,1943824
2,131,1950507
2,132,1804915
2,133,2201129
2,134,2146727
2,135,2348834
2,136,2066408
2,137,2005572
2,138,1977258
2,139,2066833
2,140,2252700
2,141,2060769
2,142,2245560
2,143,2388924
2,144,2056634
2,145,2059179
2,146,2051440
2,147,2255094
2,148,2171354
2,149,2071348
2,150,2284048
2,151,2357445
2,152,2399218
2,153,2292754
2,154,2096806
2,155,2262653
2,156,2237004
2,157,2016480
2,158,1963400
2,159,1982008
2,160,1922928
2,161,2262750
2,162,2045711
2,163,1953434
2,164,1958571
2,165,2219883
2,166,2096183
2,167,2042922
2,168,1995220
2,169,1913823
2,170,1956925
2,171,2260314
2,172,1936493
2,173,2191074
2,174,2375480
2,175,2108067
2,176,2032561
2,177,2139356
2,178,2070266
2,179,2195281
2,180,2111896
2,181,1944638
2,182,2229478
2,183,2302677
2,184,2314128
2,185,2379136
2,186,2373365
2,187,2087204
2,188,2032576
2,189,2002107
2,190,2253881
2,191,2324240
2,192,2042114
2,193,2187537
2,194,2370883
2,195,2140277
2,196,2335143
2,197,2058894
2,198,2234883
2,199,2031233
2,200,2279518
2,201,2265416
2,202,2074474
2,203,2075567
2,204,2079316
2,205,2153457
2,206,2099196
2,207,1970877
2,208,1950688
2,209,2034890
2,210,2023916
2,211,1989613
2,212,2227374
2,213,2058098
2,214,1978659
2,215,2008096
2,216,2134442
2,217,1978534
2,218,1974817
2,219,1979252
2,220,2235365
2,221,2301951
2,222,2059121
2,223,1947658
2,224,2085441
2,225,2058826
2,226,2002163
2,227,2074455
2,228,1985914
2,229,2153985
2,230,2318774
2,231,2070970
2,232,2230735
2,233,2339258
2,234,2030616
2,235,2250476
2,236,2045767
2,237,2279910
2,238,2065586
2,239,2235795
2,240,2328805
2,241,2094808
2,242,1963999
2,243,2226436
2,244,2023132
2,245,2227039
2,246,2079406
2,247,2093519
2,248,2094188
2,249,2304846
2,250,1995397
2,251,1982811
2,252,1975771
2,253,2236706
2,254,2129607
2,255,2235147
3,0,1959488
3,1,1852630
3,2,2298274
3,3,2391199
3,4,2359403
3,5,2364054
3,6,2441460
3,7,2452654
3,8,2468166
3,9,2605465
3,10,2440109
3,11,2121391
3,12,2058940
3,13,2061296
3,14,2006732
3,15,1984798
3,16,1969862
3,17,2020712
3,18,2254099
3,19,2067375
3,20,2007944
3,21,2117564
3,22,2184626
3,23,2097021
3,24,1963503
3,25,1973122
3,26,2028251
3,27,2377348
3,28,2131343
3,29,1965144
3,30,1967369
3,31,2258591
3,32,2158758
3,33,2085965
3,34,1927353
3,35,1931333
3,36,2177697
3,37,2068955
3,38,2267818
3,39,2077217
3,40,2094509
3,41,2465633
3,42,2413419
3,43,2400282
3,44,2463332
3,45,2254839
3,46,2220649
3,47,2159198
3,48,2265821
3,49,2151087
3,50,2291302
3,51,2168859
3,52,2044215
3,53,2260028
3,54,2134033
3,55,2020876
3,56,1998899
3,57,2345887
3,58,2362872
3,59,2130559
3,60,2029330
3,61,1968030
3,62,2188455
3,63,1979822
3,64,1908788
3,65,1938098
3,66,2047587
3,67,2291122
3,68,2384292
3,69,2117009
3,70,1968163
3,71,2030025
3,72,1959215
3,73,1975191
3,74,1936585
3,75,2149253
3,76,2173945
3,77,2366058
3,78,2078978
3,79,2127067
3,80,2483644
3,81,2459139
3,82,2205336
3,83,2411421
3,84,2681605
3,85,2207677
3,86,2027805
3,87,2321867
3,88,2402861
3,89,2368589
3,90,2197383
3,91,2228821
3,92,2189096
3,93,2211594
3,94,2382809
3,95,1968181
3,96,2220771
3,97,2194414
3,98,2071727
3,99,1993065
3,100,2011113
3,101,2280385
3,102,2160617
3,103,2121332
3,104,2112283
3,105,2155360
3,106,2315168
3,107,2163577
3,108,2219186
3,109,2402333
3,110,2449616
3,111,2162155
3,112,2028753
3,113,2246624
3,114,2345479
3,115,2074955
3,116,2139765
3,117,2294006
3,118,2117876
3,119,2045059
3,120,2426288
3,121,2215553
3,122,2318468
3,123,2066046
3,124,2063301
3,125,2415678
3,126,2182418
3,127,2290174
3,128,2104661
3,129,1980157
3,130,2008794
3,131,1954531
3,132,1977735
3,133,2342147
3,134,2222397
3,135,2074459
3,136,2023839
3,137,1946120
3,138,1958711
3,139,1956884
3,140,1965728
3,141,2216481
3,142,2154975
3,143,2405191
3,144,2254081
3,145,2488458
3,146,2451155
3,147,2224891
3,148,2282767
3,149,2068070
3,150,2040026
3,151,2433316
3,152,2126710
3,153,1995190
3,154,1967638
3,155,1924390
3,156,2002530
3,157,2013450
3,158,2042819
3,159,2007762
3,160,2150764
3,161,2232445
3,162,2410413
3,163,2345587
3,164,2160034
3,165,2309790
3,166,2446759
3,167,2452566
3,168,2079966
3,169,2310237
3,170,2409367
3,171,2446414
3,172,2191529
3,173,2075788
3,174,2231452
3,175,2338463
3,176,2069602
3,177,2028132
3,178,2085264
3,179,2137337
3,180,2155776
3,181,2005241
3,182,1966125
3,183,2159714
3,184,2071112
3,185,1979291
3,186,1948881
3,187,1988703
3,188,1994915
3,189,1999481
3,190,1957517
3,191,1901325
3,192,1957548
3,193,1987820
3,194,1952535
3,195,1929513
3,196,1994185
3,197,2195161
3,198,2151534
3,199,1992131
3,200,2025874
3,201,1950285
3,202,1989343
3,203,2011697
3,204,2217333
3,205,1996704
3,206,1935641
3,207,1905393
3,208,1933619
3,209,2260876
3,210,2027438
3,211,1851698
3,212,1966787
3,213,1980398
3,214,1957084
3,215,2197928
3,216,2241125
3,217,2380471
3,218,2151130
3,219,2022015
3,220,2147778
3,221,2271062
3,222,2126368
3,223,2200075
3,224,2286851
3,225,2092872
3,226,2295965
3,227,2076924
3,228,1922865
3,229,2254517
3,230,2065179
3,231,2027460
3,232,2102988
3,233,2277921
3,234,2159641
3,235,2069774
3,236,2232461
3,237,2625694
3,238,2196684
3,239,2033859
3,240,2309686
3,241,2096154
3,242,1986004
3,243,2285494
3,244,2383884
3,245,2091900
3,246,2031664
3,247,2045673
3,248,2222315
3,249,1962933
3,250,1959023
3,251,2268618
3,252,2023564
3,253,2184647
3,254,2237622
3,255,2279173
4,0,6506
4,1,1450
4,2,1263
4,3,1416
4,4,1536
4,5,1286
4,6,3176
4,7,1315
4,8,1394
4,9,1206
4,10,1441
4,11,1846
4,12,1248
4,13,1098
4,14,1239
4,15,1286
4,16,1278
4,17,1255
4,18,1059
4,19,1164
4,20,1320
4,21,1614
4,22,1789
4,23,1340
4,24,1510
4,25,1096
4,26,1873
4,27,1250
4,28,1356
4,29,2608
4,30,1264
4,31,2544
4,32,1111
4,33,1723
4,34,1845
4,35,1103
4,36,1330
4,37,1597
4,38,1451
4,39,1894
4,40,1735
4,41,994
4,42,1230
4,43,1297
4,44,1149
4,45,1193
4,46,1761
4,47,1753
4,48,1612
4,49,1518
4,50,1340
4,51,1365
4,52,2004
4,53,1812
4,54,1797
4,55,1339
4,56,1332
4,57,1352
4,58,1263
4,59,1359
4,60,3237
4,61,1375
4,62,1169
4,63,1160
4,64,1087
4,65,2129
4,66,1309
4,67,1584
4,68,1310
4,69,1121
4,70,1249
4,71,1248
4,72,1155
4,73,1188
4,74,1142
4,75,1151
4,76,1174
4,77,2838
4,78,1228
4,79,1233
4,80,1203
4,81,1097
4,82,2602
4,83,2009
4,84,1174
4,85,1124
4,86,1175
4,87,1468
4,88,1166
4,89,1267
4,90,1118
4,91,1088
4,92,1228
4,93,2218
4,94,1302
4,95,1334
4,96,1227
4,97,1897
4,98,1259
4,99,1049
4,100,1412
4,101,1191
4,102,1181
4,103,1156
4,104,1367
4,105,1186
4,106,1322
4,107,1775
4,108,1079
4,109,2126
4,110,1475
4,111,1180
4,112,1130
4,113,1185
4,114,1298
4,115,1149
4,116,1115
4,117,1163
4,118,1181
4,119,1339
4,120,1181
4,121,1165
4,122,1047
4,123,1205
4,124,1504
4,125,1183
4,126,1744
4,127,1202
4,128,1244
4,129,1255
4,130,1292
4,131,1711
4,132,1204
4,133,1459
4,134,1205
4,135,1526
4,136,2198
4,137,2391
4,138,1361
4,139,1188
4,140,1121
4,141,1106
4,142,1166
4,143,1120
4,144,1284
4,145,1344
4,146,1252
4,147,1675
4,148,1200
4,149,1153
4,150,1836
4,151,1233
4,152,1467
4,153,1227
4,154,1171
4,155,1236
4,156,1157
4,157,1135
4,158,1325
4,159,1295
4,160,1114
4,161,1157
4,162,1224
4,163,1510
4,164,1123
4,165,1107
4,166,1106
4,167,2039
4,168,1839
4,169,2391
4,170,1181
4,171,1138
4,172,1769
4,173,1296
4,174,1189
4,175,1124
4,176,1161
4,177,1155
4,178,1119
4,179,1173
4,180,1196
4,181,1336
4,182,1142
4,183,1953
4,184,1207
4,185,1226
4,186,1228
4,187,1351
4,188,1353
4,189,1168
4,190,1243
4,191,1392
4,192,1306
4,193,2390
4,194,1274
4,195,1171
4,196,1003
4,197,1155
4,198,1406
4,199,5513
4,200,1447
4,201,1339
4,202,1352
4,203,1761
4,204,1128
4,205,1111
4,206,1139
4,207,1242
4,208,1486
4,209,1486
4,210,1214
4,211,1744
4,212,1123
4,213,2027
4,214,1179
4,215,1286
4,216,1095
4,217,1147
4,218,1224
4,219,1091
4,220,1256
4,221,1164
4,222,1362
4,223,1130
4,224,1238
4,225,1129
4,226,1141
4,227,1188
4,228,1084
4,229,1153
4,230,1126
4,231,1213
4,232,1430
4,233,1899
4,234,1515
4,235,1338
4,236,1236
4,237,1797
4,238,1064
4,239,1226
4,240,1237
4,241,1802
4,242,2723
4,243,1270
4,244,1119
4,245,1781
4,246,1907
4,247,1276
4,248,991
4,249,1114
4,250,1376
4,251,1118
4,252,1140
4,253,1099
4,254,1205
4,255,1238
5,0,9375294
6,0,20531
6,1,4673
6,2,2367
6,3,2131
6,4,2345
6,5,2096
6,6,2041
6,7,2013
6,8,2111
6,9,2239
6,10,2229
6,11,1996
6,12,3444
6,13,2125
6,14,1948
6,15,1940
6,16,1981
6,17,1921
6,18,1965
6,19,1959
6,20,1994
6,21,1860
6,22,1902
6,23,1992
6,24,2035
6,25,2020
6,26,1924
6,27,1834
6,28,2108
6,29,2063
6,30,7504
6,31,2096
6,32,1917
6,33,1923
6,34,1907
6,35,1971
6,36,2143
6,37,2050
6,38,2001
6,39,1965
6,40,2084
6,41,2142
6,42,1970
6,43,1850
6,44,1988
6,45,1998
6,46,1907
6,47,1947
6,48,1881
6,49,2060
6,50,1842
6,51,2038
6,52,1905
6,53,1996
6,54,1871
6,55,2015
6,56,1955
6,57,1926
6,58,1971
6,59,1959
6,60,2073
6,61,5280
6,62,1950
6,63,1988
6,64,3467
6,65,2120
6,66,2228
6,67,2012
6,68,1948
6,69,1961
6,70,1966
6,71,1949
6,72,2172
6,73,2020
6,74,1881
6,75,2193
6,76,1945
6,77,2089
6,78,1965
6,79,1954
6,80,2048
6,81,2012
6,82,2247
6,83,2064
6,84,1965
6,85,1973
6,86,1983
6,87,1927
6,88,2173
6,89,1984
6,90,1949
6,91,1915
6,92,5588
6,93,2048
6,94,2056
6,95,2241
6,96,2059
6,97,1944
6,98,2015
6,99,1978
6,100,1951
6,101,1902
6,102,2021
6,103,1907
6,104,1910
6,105,1989
6,106,1907
6,107,1969
6,108,2032
6,109,1964
6,110,2095
6,111,1948
6,112,2026
6,113,1976
6,114,2006
6,115,1887
6,116,2130
6,117,2110
6,118,1927
6,119,1912
6,120,1932
6,121,2139
6,122,1950
6,123,5433
6,124,2020
6,125,1935
6,126,1913
6,127,2101
6,128,2447
6,129,2297
6,130,1949
6,131,1871
6,132,1920
6,133,1997
6,134,2258
6,135,2019
6,136,1988
6,137,1938
6,138,1865
6,139,2123
6,140,2030
6,141,1960
6,142,1953
6,143,2031
6,144,1971
6,145,1937
6,146,1951
6,147,1914
6,148,1965
6,149,1965
6,150,2025
6,151,2124
6,152,2120
6,153,1970
6,154,5360
6,155,2229
6,156,1986
6,157,2125
6,158,1941
6,159,1965
6,160,1931
6,161,2034
6,162,2140
6,163,2346
6,164,2132
6,165,1958
6,166,1973
6,167,1947
6,168,2055
6,169,1967
6,170,2005
6,171,1953
6,172,1942
6,173,1959
6,174,2003
6,175,2078
6,176,2001
6,177,2155
6,178,2058
6,179,2203
6,180,2033
6,181,1967
6,182,1919
6,183,1939
6,184,1980
6,185,5544
6,186,2045
6,187,1887
6,188,2096
6,189,2038
6,190,1988
6,191,2139
6,192,2353
6,193,2108
6,194,1977
6,195,2023
6,196,2306
6,197,2072
6,198,2137
6,199,2111
6,200,1953
6,201,1947
6,202,2081
6,203,2424
6,204,1952
6,205,2068
6,206,2098
6,207,2091
6,208,2315
6,209,2407
6,210,2010
6,211,2020
6,212,1918
6,213,1907
6,214,1969
6,215,1945
6,216,5400
6,217,2071
6,218,2031
6,219,1920
6,220,2065
6,221,1938
6,222,1995
6,223,1972
6,224,2061
6,225,2000
6,226,2102
6,227,1971
6,228,2027
6,229,2187
6,230,2054
6,231,2395
6,232,1947
6,233,1952
6,234,1992
6,235,2125
6,236,2096
6,237,1920
6,238,1988
6,239,1997
6,240,2031
6,241,2176
6,242,1991
6,243,1887
6,244,1945
6,245,2182
6,246,2020
6,247,5389
6,248,1966
6,249,2048
6,250,2098
6,251,1989
6,252,1959
6,253,1976
6,254,1941
6,255,1924
7,0,119767
7,1,64280
7,2,58547
7,3,63080
7,4,75570
7,5,59410
7,6,58087
7,7,59922
7,8,57726
7,9,57805
7,10,59236
7,11,58298
7,12,57760
7,13,58357
7,14,58608
7,15,57717
7,16,57721
7,17,58286
7,18,57533
7,19,57658
7,20,58331
7,21,57167
7,22,57600
7,23,57217
7,24,56860
7,25,57546
7,26,57543
7,27,57964
7,28,57399
7,29,57288
7,30,62200
7,31,57572
7,32,58041
7,33,56738
7,34,57413
7,35,57213
7,36,58268
7,37,70393
7,38,56726
7,39,57646
7,40,56952
7,41,56846
7,42,57204
7,43,56525
7,44,57914
7,45,58096
7,46,57459
7,47,57735
7,48,57098
7,49,57957
7,50,57209
7,51,58379
7,52,58155
7,53,57927
7,54,134434
7,55,59243
7,56,57447
7,57,58054
7,58,57612
7,59,57111
7,60,57180
7,61,60278
7,62,57008
7,63,57292
7,64,56864
7,65,58118
7,66,56549
7,67,57064
7,68,58307
7,69,57684
7,70,58703
7,71,59484
7,72,59245
7,73,59691
7,74,59321
7,75,59456
7,76,59399
7,77,59631
7,78,58670
7,79,58787
7,80,59724
7,81,58575
7,82,59174
7,83,59201
7,84,59739
7,85,59456
7,86,59249
7,87,58279
7,88,58889
7,89,59313
7,90,58663
7,91,58332
7,92,61901
7,93,58826
7,94,58404
7,95,57732
7,96,58538
7,97,57626
7,98,57542
7,99,58297
7,100,57815
7,101,58316
7,102,57363
7,103,58619
7,104,57411
7,105,59170
7,106,57612
7,107,58098
7,108,58433
7,109,58311
7,110,57849
7,111,58138
7,112,57752
7,113,58852
7,114,58503
7,115,58494
7,116,58294
7,117,57645
7,118,57542
7,119,57189
7,120,57772
7,121,61683
7,122,58606
7,123,61119
7,124,58155
7,125,58195
7,126,58112
7,127,58829
7,128,57923
7,129,58037
7,130,58292
7,131,58072
7,132,58284
7,133,58479
7,134,58566
7,135,58727
7,136,59460
7,137,61481
7,138,62597
7,139,58817
7,140,58848
7,141,59412
7,142,59858
7,143,60160
7,144,59858
7,145,60686
7,146,60450
7,147,59883
7,148,60857
7,149,59837
7,150,59970
7,151,59320
7,152,60064
7,153,60186
7,154,63794
7,155,59165
7,156,57220
7,157,57897
7,158,57779
7,159,57289
7,160,57299
7,161,57245
7,162,57129
7,163,57226
7,164,58286
7,165,60647
7,166,60341
7,167,57977
7,168,58609
7,169,57252
7,170,58253
7,171,59092
7,172,59080
7,173,58648
7,174,57398
7,175,58644
7,176,57794
7,177,57656
7,178,58425
7,179,57972
7,180,57910
7,181,57677
7,182,58824
7,183,58280
7,184,58270
7,185,62583
7,186,58436
7,187,57872
7,188,231370
7,189,60571
7,190,58184
7,191,57327
7,192,57288
7,193,56764
7,194,57049
7,195,58326
7,196,57928
7,197,57972
7,198,57421
7,199,57712
7,200,57509
7,201,57579
7,202,57574
7,203,58610
7,204,58628
7,205,58969
7,206,58978
7,207,59944
7,208,59431
7,209,59679
7,210,58909
7,211,59845
7,212,60585
7,213,60394
7,214,57855
7,215,58350
7,216,61792
7,217,58630
7,218,63038
7,219,58472
7,220,58862
7,221,58193
7,222,58441
7,223,59107
7,224,58480
7,225,58646
7,226,57896
7,227,58198
7,228,57731
7,229,57347
7,230,58378
7,231,58328
7,232,57854
7,233,58506
7,234,58196
7,235,58106
7,236,58507
7,237,58148
7,238,57798
7,239,57856
7,240,65060
7,241,57415
7,242,58020
7,243,58347
7,244,57875
7,245,57267
7,246,57318
7,247,60616
7,248,57706
7,249,57132
7,250,56745
7,251,57481
7,252,57026
7,253,57496
7,254,57282
7,255,57391
8,0,7013775
8,1,6995736
8,2,6672939
8,3,6848823
9,0,73581
9,1,58008
9,2,58419
9,3,57173
9,4,56912
9,5,57512
9,6,56690
9,7,56854
9,8,56717
9,9,56986
9,10,57556
9,11,58181
9,12,57644
9,13,57778
9,14,55350
9,15,56043
9,16,58606
9,17,57092
9,18,56656
9,19,56178
9,20,58845
9,21,56448
9,22,56920
9,23,56836
9,24,57479
9,25,56179
9,26,57115
9,27,57201
9,28,56537
9,29,57227
9,30,61463
9,31,56394
9,32,56932
9,33,57208
9,34,56590
9,35,56153
9,36,57367
9,37,56426
9,38,56421
9,39,56526
9,40,56626
9,41,56121
9,42,57391
9,43,56366
9,44,56471
9,45,56856
9,46,57404
9,47,56896
9,48,57505
9,49,56196
9,50,57614
9,51,57324
9,52,57360
9,53,56932
9,54,57058
9,55,90122
9,56,57802
9,57,56852
9,58,57697
9,59,57174
9,60,57497
9,61,60458
9,62,57201
9,63,58550
9,64,57999
9,65,58300
9,66,58052
9,67,58468
9,68,59213
9,69,58607
9,70,58635
9,71,61066
9,72,59784
9,73,59345
9,74,57911
9,75,57598
9,76,58947
9,77,58415
9,78,58608
9,79,59233
9,80,58141
9,81,58521
9,82,58221
9,83,58575
9,84,58888
9,85,59025
9,86,59171
9,87,58779
9,88,64620
9,89,60182
9,90,59538
9,91,59649
9,92,63047
9,93,59200
9,94,59205
9,95,60004
9,96,57452
9,97,57922
9,98,57995
9,99,58080
9,100,56891
9,101,58130
9,102,57770
9,103,58182
9,104,57827
9,105,57726
9,106,58286
9,107,57320
9,108,57848
9,109,57619
9,110,57952
9,111,58125
9,112,58274
9,113,58034
9,114,57614
9,115,58711
9,116,58302
9,117,57847
9,118,58037
9,119,58160
9,120,58081
9,121,58064
9,122,63364
9,123,62920
9,124,58417
9,125,58908
